epoch,loss
1,0.6558055119600885
2,0.30168682006376385
3,0.2514164944701612
4,0.22592791212774288
5,0.20999241822055661
6,0.1989180312068986
7,0.19102853976650788
8,0.18488306898488674
9,0.1801573239219214
10,0.17678564928297294
11,0.17403613681446262
12,0.1721139090147608
13,0.17057761999526258
14,0.1694848400983475
15,0.16873762769294953
