epoch,loss
1,7.02223081103826
2,6.896705384981835
3,6.757025217605849
4,6.790046530254816
5,6.76391171600859
6,6.765623456340725
7,6.708319478115793
8,6.669171010033559
9,6.672036938748117
10,6.620588415760105
11,6.511653116193869
12,6.639081494282868
13,6.624396970716574
14,6.569308927503683
15,6.611840490567482
16,6.503088999602754
17,6.56709490792226
18,6.510838217654471
19,6.622524342294467
20,6.461923098160049
21,6.543187109090514
22,6.666597996727895
23,6.5185493857173595
24,6.377443790435791
25,6.444339105638407
26,6.415103750713801
27,6.481448318998693
28,6.482012886112019
29,6.486068176010908
30,6.318373453819145
31,6.41916047920615
32,6.380689637135651
33,6.373665639909647
34,6.3438688617641645
35,6.319074064998303
36,6.389006752078816
37,6.244720402410475
38,6.219466726658708
39,6.260331687280687
40,6.227047944473008
41,6.293905444064383
42,6.269546912888349
43,6.35465465157719
44,6.138828948392707
45,6.1607305235781915
46,6.166401297359143
47,6.216955920397225
48,6.1858469106383245
49,6.293028427382647
50,6.242730108358092
51,6.067441988799532
52,5.884359497134969
53,6.184430380999031
54,6.01259443315409
55,6.087990098080392
56,6.0807667344303455
57,6.0798543348150735
58,5.9960837121737205
59,6.005283230442112
60,5.955024250483109
61,6.033686597468489
62,6.096138614719197
63,5.834500571428719
64,5.985271017430192
65,6.052261344457077
66,5.948194220914679
67,5.791227995339087
68,5.946323629152977
69,5.823227268154338
70,5.946001909546933
71,5.923963368949243
72,5.823382329132597
73,5.7527164685524115
74,5.711459006293345
75,5.866301350674386
76,5.924525656942594
77,5.679302094346386
78,5.739095033225366
79,5.742098202139644
80,5.717764070478537
81,5.638777793464014
82,5.604600890208099
83,5.7657450578980525
84,5.5400363711987515
85,5.546113151614949
86,5.681204201811451
87,5.660027293835656
88,5.67138853719679
89,5.724142818127648
90,5.646177049410546
91,5.684271270945921
92,5.710853431184413
93,5.479566905458094
94,5.439363592762058
95,5.706727480484267
96,5.485065217745507
97,5.7222996687485
98,5.625095088603133
99,5.504191859293792
100,5.571772599624375
101,5.65665793014785
102,5.512327557903225
103,5.379666279938261
104,5.36078114832862
105,5.476148116386543
106,5.458722542908232
107,5.408136254650051
108,5.595382043870829
109,5.551416437504655
110,5.520243305270955
111,5.406483767396312
112,5.585378792326329
113,5.415734113272974
114,5.447110071020611
115,5.322107965663328
116,5.2823835348678845
117,5.416986926127288
118,5.22313997705104
119,5.299231351432153
120,5.42664407471479
121,5.443730160341424
122,5.355136507648533
123,5.428808866921118
124,5.390112335399046
125,5.3590938964132535
126,5.287036915956917
127,5.153083506277052
128,5.357489824295044
129,5.472492791838565
130,5.072226847632456
131,5.255066629183495
132,5.3378752692271085
133,5.148182097127882
134,5.186733237767624
135,5.151214833986962
136,5.18090635639126
137,5.094602204985538
138,5.437065714496677
139,5.211023379180391
140,5.353864003035982
141,5.518507456375381
142,5.102817305063797
143,5.109813358824132
144,5.07673851918366
145,5.153932033959082
146,5.193397109791384
147,5.11103257890475
148,5.1686490632719915
149,5.1279200052810925
150,5.07834673736055
151,5.070127450813682
152,5.205745414151984
153,5.003813371819965
154,5.252300383680958
155,5.171153517092689
156,5.067308595625021
157,5.215278443643602
158,5.138044846259941
159,4.9736200025526145
160,5.1113630270553845
161,4.99285536297297
162,5.0784021878646595
163,5.052903417813575
164,5.150264731908249
165,5.167876962888038
166,4.94630131479037
167,5.029276278059362
168,4.978779093693879
169,4.943946252434941
170,5.129135956198482
171,4.9509920831454
172,4.955905978962527
173,5.223825749704393
174,4.8430206896895065
175,5.06205214080164
176,5.079216415599241
177,5.06720048290188
178,5.050577018220546
179,5.158643617468365
180,4.964308132559566
181,4.972852032063371
182,4.909585003125465
183,4.876142691757719
184,4.918623912132393
185,5.018622495360294
186,4.94262778556953
187,5.109424191006159
188,4.933870885331752
189,4.821821273383447
190,4.844646413447493
191,5.158651966159627
192,4.860266540010096
193,4.830327054201546
194,5.034292758521387
195,4.861619100732319
196,4.947976645776781
197,4.847560769420559
198,4.9895124758704235
199,4.891904099512908
200,5.064287011906252
201,5.016628192642988
202,4.978598061254469
203,5.022668911238848
204,4.843046463142007
205,4.935181650064759
206,4.900209139969389
207,5.028043775235192
208,5.063684176590483
209,4.826166043847294
210,5.0286673772133
211,4.85794870328095
212,4.988604319297661
213,5.009983353695627
214,4.922323206723747
215,4.87242291741452
216,4.83468360820059
217,5.053703498032133
218,4.809410054804915
219,4.874065039521557
220,4.873479172334832
221,4.777425741745254
222,4.71619640770605
223,4.773214352332939
224,4.97095035294355
225,4.950949155678184
226,4.877875578605522
227,5.012849355148057
228,4.840661372168589
229,4.915402359881644
230,4.870883852748547
231,4.998245986841493
232,4.905924465696691
233,4.965634471279079
234,4.86666223558329
235,4.846628629555137
236,4.765513727220438
237,4.890331704737776
238,4.767153954101821
239,4.991509526462878
240,4.8002527042970815
241,4.933834475986028
242,4.837114681631832
243,4.787323361736233
244,4.807142564805887
245,4.7768680847297285
246,4.818817950911441
247,4.768074399333889
248,4.896491147704044
249,4.886599334619813
250,4.885371737560983
251,4.882181826284376
252,4.703422667616505
253,4.7775882745193226
254,5.011223877890635
255,4.641209537700071
256,4.8630170296814486
257,4.738357519699355
258,4.898909629401514
259,4.809124619273816
260,4.6948697364936445
261,4.743566242315001
262,4.707031068155321
263,4.854916879686258
264,4.718141390105425
265,4.913084858554905
266,4.791290695384397
267,4.622678607197131
268,4.637161307415719
269,4.811414431717436
270,4.710507206997629
271,4.67196763167947
272,4.764731039435176
273,4.634595971996501
274,4.794122162511793
275,4.835581189495022
276,4.850566492242328
277,4.9243806620775645
278,4.605190911535489
279,4.784476959099204
280,4.582429211018449
281,4.631399768894002
282,4.81536548016435
283,4.703157396639808
284,4.793123204829329
285,4.5831327680814065
286,4.726457628153138
287,4.847944922366385
288,4.756313905877582
289,4.836950888067989
290,4.837074114104449
291,4.85929392960112
292,4.837678881014808
293,4.970321671437409
294,4.7468270406884665
295,4.750076217166448
296,4.720686241731805
297,4.729305736089157
298,4.83165584580373
299,4.901148242465521
300,4.572801852630357
